842775836;ORI;0.7876501;0.45531115;0.21299288;0.35627675
842775855;GYR;0.08979712;0.013858994;0.005024362;0
842775860;ACC;-0.065829314;8.673828;4.868392;0
842775846;ORI;0.7873512;0.4556527;0.21318036;0.35638854
842775865;GYR;0.08613192;0.015080723;0.0038026324;0
842775870;ACC;-0.106528975;8.702558;4.8109336;0
842775855;ORI;0.78676224;0.45577225;0.2138128;0.35715675
842775874;GYR;0.081245005;0.010193805;0.0062460913;0
842775865;ORI;0.7865319;0.45610607;0.21399166;0.3571308
842775879;ACC;-0.056252904;8.697769;4.7726283;0
842775884;GYR;0.07147117;4.1996944E-4;0.008689549;0
842775889;ACC;-0.020341434;8.793533;4.7726283;0
842775874;ORI;0.7863458;0.4564845;0.21412215;0.35697895
842775893;GYR;0.055588692;0.004085158;0.008689549;0
842775898;ACC;-0.015553229;8.834232;4.7965693;0
842775884;ORI;0.78616995;0.45687556;0.214168;0.35683835
1,58514E+12;RSSWIFI;70:3a:0e:9b:39:60;eduroam;2462;-57
1,58514E+12;RSSWIFI;70:3a:0e:9b:39:62;LU Guest;2462;-57
1,58514E+12;RSSWIFI;70:3a:0e:9b:39:61;LND_INTRA;2462;-58
1,58514E+12;RSSWIFI;70:3a:0e:a6:99:c1;LND_INTRA;2412;-61
1,58514E+12;RSSWIFI;70:3a:0e:9b:39:71;LND_INTRA;5280;-63
1,58514E+12;RSSWIFI;70:3a:0e:9b:39:72;LU Guest;5280;-63
1,58514E+12;RSSWIFI;70:3a:0e:a6:99:c0;eduroam;2412;-64
1,58514E+12;RSSWIFI;70:3a:0e:a6:99:c2;LU Guest;2412;-64
1,58514E+12;RSSWIFI;70:3a:0e:9b:39:70;eduroam;5280;-64
1,58514E+12;RSSWIFI;f0:99:bf:0a:b5:ae;vokNet;2462;-65
1,58514E+12;RSSWIFI;f0:5c:19:b9:d5:61;LND_INTRA;2437;-82
1,58514E+12;RSSWIFI;70:73:cb:b6:5c:bd;TCnet;2462;-83
1,58514E+12;RSSWIFI;70:3a:0e:9b:55:a1;LND_INTRA;2437;-84
1,58514E+12;RSSWIFI;f0:5c:19:b9:d5:60;eduroam;2437;-85
1,58514E+12;RSSWIFI;70:3a:0e:9b:55:a2;LU Guest;2437;-86
1,58514E+12;RSSWIFI;70:3a:0e:a6:99:d1;LND_INTRA;5745;-88
1,58514E+12;RSSWIFI;f0:99:bf:0a:b5:af;vokNet 5GHz;5180;-89
842775903;GYR;0.036041018;0.01874591;0.005024362;0
842775908;ACC;-0.082587995;8.894085;4.8372693;0
